ticker,n_windows,expected_days,actual_days,coverage_pct,on_disk
WU,1,3005,3002,99.9,True
BIO,1,1050,1049,99.9,True
LEG,1,3005,3002,99.9,True
MOLX,1,978,977,99.9,True
ALK,1,1915,1913,99.9,True
RRC,1,2117,2115,99.91,True
IPGP,1,1080,1079,99.91,True
APA,1,3174,3171,99.91,True
SLM,1,1075,1074,99.91,True
SEE,1,3502,3499,99.91,True
LNC,1,3446,3443,99.91,True
NWL,1,3446,3443,99.91,True
QRVO,1,2405,2403,99.92,True
PM,1,2948,2946,99.93,True
UNM,1,2939,2937,99.93,True
ATI,1,1368,1367,99.93,True
OXY,1,2948,2946,99.93,True
NOV,1,2939,2937,99.93,True
SLG,1,1514,1513,99.93,True
GME,1,1574,1573,99.94,True
VNO,1,3263,3261,99.94,True
ABT,3,3225,3223,99.94,True
MAC,1,1674,1673,99.94,True
GOOG,1,1616,1615,99.94,True
CNX,1,1539,1538,99.94,True
AAP,1,2051,2050,99.95,True
AN,1,1900,1899,99.95,True
PVH,1,2415,2414,99.96,True
AIV,1,2750,2749,99.96,True
AET,1,2231,2230,99.96,True
HRB,1,2694,2693,99.96,True
KSS,1,2694,2693,99.96,True
BBT,1,2490,2489,99.96,True
CBE,2,377,377,100.0,True
DXC,1,1639,1639,100.0,True
TTD,1,195,195,100.0,True
BMS,2,1227,1227,100.0,True
FHN,1,903,903,100.0,True
SOLS,1,42,42,100.0,True
BHF,1,416,416,100.0,True
NBR,1,1298,1298,100.0,True
XYZ,1,191,191,100.0,True
SIG,1,664,664,100.0,True
MRSH,1,55,55,100.0,True
VRT,1,23,23,100.0,True
ASH,1,117,117,100.0,True
COHR,1,23,23,100.0,True
GHC,1,201,201,100.0,True
SEDG,1,497,497,100.0,True
TIE,1,738,738,100.0,True
AMG,1,1387,1387,100.0,True
JCI,2,1691,1691,100.0,True
DDOG,1,199,199,100.0,True
ANDV,1,293,293,100.0,True
OGN,1,597,597,100.0,True
OI,1,1729,1729,100.0,True
SATS,1,23,23,100.0,True
COTY,1,1009,1009,100.0,True
GOOGL,1,560,560,100.0,True
SAIC,1,6,6,100.0,True
PSKY,1,178,178,100.0,True
AA,1,1708,1708,100.0,True
DXCM,1,855,855,100.0,True
CASY,1,12,12,100.0,True
LITE,1,23,23,100.0,True
BF.B,9,3195,3197,100.06,True
BRK.B,9,3294,3296,100.06,True
GNW,1,1465,1466,100.07,True
ANF,1,985,986,100.1,True
EP,1,591,592,100.17,True
AYI,1,536,537,100.19,True
BRK-B,7,520,521,100.19,True
CBOE,1,476,477,100.21,True
TGNA,1,486,487,100.21,True
PENN,1,376,377,100.27,True
CPRI,1,343,344,100.29,True
JEF,1,336,337,100.3,True
KG,1,283,284,100.35,True
SVU,1,574,576,100.35,True
ITT,1,450,452,100.44,True
NKTR,1,394,396,100.51,True
CPWR,1,487,490,100.62,True
GENZ,1,304,306,100.66,True
BG,1,172,174,101.16,True
AMTM,1,60,62,103.33,True
APP,1,12,13,108.33,True
ODFL,1,6,7,116.67,True
AMCR,1,3,4,133.33,True
LIN,1,3,4,133.33,True
EVRG,1,1,2,200.0,True
